0.000000000000000000e+00	5.999999999999999091e+03	3.076272982799416786e+04
1.018710312744074697e-01	6.527787817510171408e+03	2.794277414868249616e+04
2.037420625488149395e-01	8.375386501490766022e+03	2.174240959818392730e+04
3.056130938232224370e-01	1.321581577986277443e+04	1.452466949921311789e+04
4.074841250976298790e-01	3.298246111301631026e+04	6.412291378359395821e+03
5.093551563720373210e-01	1.548611342410548329e+08	5.041525208924506174e+00
6.112261876464448740e-01	5.332794518837636709e+08	5.041784550210726579e+00
7.130972189208523160e-01	3.768139149622066617e+08	5.042128246778981193e+00
8.149682501952597580e-01	5.958358618510640860e+08	5.042429429696847265e+00
9.168392814696673110e-01	3.854805585262264609e+08	5.042636776503359286e+00
1.018710312744074642e+00	1.255704834629278898e+09	5.042854939793957492e+00
1.120581344018482195e+00	3.854961104251066446e+08	5.043076170789963619e+00
1.222452375292889748e+00	6.762075927911478281e+08	5.043298819860438265e+00
1.324323406567297079e+00	4.348486410020540953e+08	5.043511840356970310e+00
1.426194437841704632e+00	1.193356187221190929e+09	5.043720846620662002e+00
1.528065469116111963e+00	5.670987372716715336e+08	5.043926745767731923e+00
1.629936500390519516e+00	3.483068517919146419e+08	5.044130031181716767e+00
1.731807531664927069e+00	2.430235299696146846e+08	5.044331156801927563e+00
1.833678562939334622e+00	5.897481837734124660e+08	5.044530463926903963e+00
1.935549594213742175e+00	6.600098115429939032e+08	5.044728263432851634e+00
2.037420625488149284e+00	2.551188072741191387e+08	5.044924348183380758e+00
2.139291656762557281e+00	2.947996747417714000e+08	5.045118931449342980e+00
2.241162688036964390e+00	2.186862744984739423e+08	5.045312140856158756e+00
2.343033719311371943e+00	3.947095087958510518e+08	5.045504172101977325e+00
2.444904750585779496e+00	4.994706309433510900e+08	5.045694998164254486e+00
2.546775781860187049e+00	5.612513411339455843e+08	5.045884672916440827e+00
2.648646813134594158e+00	4.525281410804093480e+08	5.046073080503201247e+00
2.750517844409001711e+00	5.547072913653126955e+08	5.046260431353127629e+00
2.852388875683409264e+00	5.503849624715725183e+08	5.046446778708914671e+00
2.954259906957816817e+00	5.351954358149156570e+08	5.046632098898495400e+00
3.056130938232223926e+00	2.225439973503102958e+08	5.046816417762112650e+00
3.158001969506631923e+00	5.815293244559987783e+08	5.046999776106000368e+00
3.259873000781039032e+00	6.773185557597697973e+08	5.047182017044121061e+00
3.361744032055447029e+00	5.776599272068337202e+08	5.047363361847533980e+00
3.463615063329854138e+00	7.025623617694885731e+08	5.047543726360790295e+00
3.565486094604261691e+00	7.611315874131191969e+08	5.047723103618991125e+00
3.667357125878669244e+00	3.566061362676488161e+08	5.047901484088055390e+00
3.769228157153076353e+00	2.816197680642461181e+08	5.048078958243748637e+00
3.871099188427484350e+00	3.621659418721354008e+08	5.048255547174247404e+00
3.972970219701891903e+00	6.500565909043697119e+08	5.048431201180396677e+00
4.074841250976298568e+00	4.200536385618919134e+08	5.048605915401087607e+00
4.176712282250706565e+00	6.291352267809778452e+08	5.048779669024966665e+00
4.278583313525114562e+00	5.463385558727740049e+08	5.048952518330055206e+00
4.380454344799521671e+00	4.470139403915944099e+08	5.049124680912524532e+00
4.482325376073928780e+00	3.227198624663611650e+08	5.049295774877355036e+00
4.584196407348336777e+00	1.662594277444232225e+09	5.049465929293985411e+00
4.686067438622743886e+00	8.619373134254643917e+08	5.049635150658057015e+00
4.787938469897151883e+00	6.848334809322925806e+08	5.049803510790745520e+00
4.889809501171558992e+00	6.659740601503584385e+08	5.049971033210923110e+00
4.991680532445966101e+00	3.988104701761725545e+08	5.050137632394573473e+00
