0.021101186;2.1358104
0.021101186;2.1753359
0.021101186;2.1753359
0.021101186;2.2148616
0.021099642;2.1753359
0.021099642;2.2148616
0.021099642;2.1753359
0.021099642;2.2148616
0.021099642;2.1753359
0.021099642;2.1753359
0.021099642;2.1753359
0.021098098;2.1753359
0.021099642;2.1358104
0.021099642;2.1753359
0.021099642;2.1753359
0.021099642;2.1753359
0.021099642;2.1753359
0.021101186;2.1358104
0.021101186;2.2148616
0.021101186;2.1753359
0.02110273;2.1753359
0.02110273;2.1753359
0.02110273;2.2148616
0.02110273;2.1753359
0.021104274;2.1753359
0.021105818;2.2148616
0.021105818;2.2148616
0.021105818;2.1753359
0.021107363;2.1753359
0.021107363;2.1753359
0.021107363;2.2148616
0.021108905;2.1753359
0.021108905;2.1753359
0.021108905;2.1753359
0.021108905;2.1753359
0.021108905;2.1753359
0.021107363;2.1753359
0.021108905;2.2148616
0.021107363;2.1753359
0.021107363;2.1753359
0.021105818;2.1358104
0.021105818;2.1753359
0.021105818;2.1753359
0.021105818;2.2148616
0.021104274;2.1753359
0.021104274;2.1753359
0.021104274;2.1753359
0.02110273;2.1753359
0.02110273;2.2148616
0.02110273;2.1753359
0.02110273;2.1753359
0.02110273;2.1753359
0.02110273;2.1753359
0.02110273;2.1753359
0.02110273;2.1753359
0.021104274;2.1753359
0.021104274;2.1753359
0.021104274;2.1753359
0.021104274;2.1753359
0.021104274;2.2148616
0.021104274;2.1753359
0.021105818;2.1753359
0.021104274;2.1753359
0.021104274;2.1753359
0.021104274;2.1753359
0.021104274;2.1753359
0.021104274;2.1753359
0.021104274;2.2148616
0.021104274;2.1753359
0.02110273;2.1753359
0.02110273;2.1753359
0.02110273;2.1753359
0.02110273;2.2148616
0.02110273;2.1753359
0.02110273;2.2148616
0.02110273;2.1753359
0.02110273;2.1753359
0.02110273;2.0567589
0.021104274;0.040948618
0.021104274;0.040948618
0.021105818;0.040948618
0.021105818;0.0014229249
0.021107363;0.040948618
0.021107363;0.040948618
0.021108905;0.040948618
0.021108905;0.0014229249
0.021108905;0.0014229249
0.021110449;0.0014229249
0.021111993;0.0014229249
0.021111993;0.040948618
0.021111993;0.040948618
0.021113537;0.0014229249
0.021113537;0.0014229249
0.021113537;0.0014229249
0.021113537;0.0014229249
0.021115081;0.040948618
0.021115081;0.040948618
